net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc
Endinet,871688700000002681,Raiffeisenstraat,5611CH,5611CH,EINDHOVEN,23,95.65,91.3,65,3x25,10835,30.43,21.74
Endinet,871688700000002681,Dommelstraat,5611CJ,5611CJ,EINDHOVEN,30,100.0,100.0,47,1x35,22492,13.33,3.33
Endinet,871688700000002681,Dommelstraat,5611CK,5611CK,EINDHOVEN,21,95.24,100.0,57,1x35,14554,23.81,14.29
Endinet,871688700000002681,Dommelstraat,5611CL,5611CL,EINDHOVEN,19,100.0,100.0,37,3x63,29928,31.58,5.26
Endinet,871688700000002681,Tramstraat,5611CM,5611CM,EINDHOVEN,39,92.31,100.0,82,1x35,2878,10.26,2.56
Endinet,871688700000002681,Tramstraat,5611CN,5611CP,EINDHOVEN,25,96.0,100.0,64,3x25,6986,44.0,36.0
Endinet,871688700000002681,Tramstraat,5611CR,5611CR,EINDHOVEN,15,80.0,100.0,40,1x35,5912,46.67,33.33
Endinet,871688700000002681,Augustijnendreef,5611CS,5611CS,EINDHOVEN,22,100.0,100.0,77,1x35,3529,4.55,0.0
Endinet,871688700000002681,Kanaalstraat,5611CT,5611CX,EINDHOVEN,44,100.0,100.0,77,1x35,6563,18.18,6.82
Endinet,871688700000002681,Vestdijk,5611CZ,5611CZ,EINDHOVEN,70,100.0,88.57,83,3x25,9672,15.71,4.29
Endinet,871688700000002681,Nieuwstraat,5611DA,5611DA,EINDHOVEN,20,100.0,100.0,30,3x63,19370,55.0,40.0
Endinet,871688700000002681,Nieuwstraat,5611DB,5611DB,EINDHOVEN,15,100.0,100.0,80,3x25,13573,6.67,0.0
Endinet,871688700000002681,Genderstraatje,5611DC,5611DE,EINDHOVEN,43,100.0,97.67,67,1x35,6768,11.63,4.65
Endinet,871688700000002681,Oude Stadsgracht,5611DG,5611DG,EINDHOVEN,13,100.0,100.0,69,1x35,6547,23.08,7.69
Endinet,871688700000002681,Oude Stadsgracht,5611DH,5611DH,EINDHOVEN,30,100.0,100.0,97,1x35,1391,3.33,3.33
Endinet,871688700000002681,Oude Stadsgracht,5611DJ,5611DJ,EINDHOVEN,24,100.0,100.0,92,1x35,2770,12.5,4.17
Endinet,871688700000002681,Heuvel Galerie,5611DK,5611DK,EINDHOVEN,77,100.0,84.42,45,3x25,26282,62.34,51.95
Endinet,871688700000002681,Gedempte Gracht,5611DL,5611DL,EINDHOVEN,40,100.0,100.0,55,1x35,3667,25.0,20.0
Endinet,871688700000002681,Gedempte Gracht,5611DM,5611DM,EINDHOVEN,41,100.0,100.0,83,1x35,2421,17.07,14.63
Endinet,871688700000002681,Marktstraat,5611EA,5611EC,EINDHOVEN,25,100.0,100.0,20,3x63,22973,48.0,40.0
Endinet,871688700000002681,Jan van Hooffstraat,5611ED,5611EE,EINDHOVEN,37,100.0,100.0,30,3x25,18249,32.43,27.03
Endinet,871688700000002681,Ten Hagestraat,5611EG,5611EG,EINDHOVEN,12,100.0,91.67,58,3x25,19104,33.33,33.33
Endinet,871688700000002681,Smalle Haven,5611EH,5611EH,EINDHOVEN,56,100.0,100.0,82,3x25,4788,7.14,1.79
Endinet,871688700000002681,Smalle Haven,5611EJ,5611EJ,EINDHOVEN,66,100.0,92.42,92,1x35,4074,12.12,7.58
Endinet,871688700000002681,Begijnenhof,5611EK,5611EK,EINDHOVEN,36,100.0,100.0,81,1x35,6527,16.67,11.11
Endinet,871688700000002681,Begijnenhof,5611EL,5611EP,EINDHOVEN,25,100.0,100.0,48,3x25,27854,56.0,24.0
Endinet,871688700000002681,Stratumseind,5611ER,5611ER,EINDHOVEN,33,100.0,100.0,55,1x35,10570,45.45,15.15
Endinet,871688700000002681,Stratumseind,5611ES,5611EV,EINDHOVEN,21,100.0,95.24,43,3x63,37673,71.43,38.1
Endinet,871688700000002681,Molenstraat,5611EW,5611EX,EINDHOVEN,18,100.0,94.44,56,3x25,5958,11.11,5.56
Endinet,871688700000002681,Bleekweg,5611EZ,5611EZ,EINDHOVEN,44,100.0,77.27,57,1x35,10673,36.36,11.36
Endinet,871688700000002681,Achterom,5611GA,5611GC,EINDHOVEN,25,100.0,92.0,56,3x25,9347,40.0,28.0
Endinet,871688700000002681,Keizersgracht,5611GD,5611GD,EINDHOVEN,27,100.0,88.89,52,3x25,22129,44.44,33.33
Endinet,871688700000002681,Wal,5611GE,5611GE,EINDHOVEN,22,100.0,95.45,59,3x25,11727,45.45,40.91
Endinet,871688700000002681,Wal,5611GG,5611GH,EINDHOVEN,16,100.0,100.0,38,3x25,11338,18.75,12.5
Endinet,871688700000002681,Kerkstraat,5611GJ,5611GJ,EINDHOVEN,19,100.0,100.0,47,1x35,10686,36.84,31.58
Endinet,871688700000002681,Kerkstraat,5611GK,5611GK,EINDHOVEN,20,100.0,100.0,45,1x35,13454,0.0,0.0
Endinet,871688700000002681,Rechtestraat,5611GL,5611GL,EINDHOVEN,10,100.0,100.0,40,3x35,24486,50.0,40.0
Endinet,871688700000002681,Rechtestraat,5611GM,5611GP,EINDHOVEN,29,100.0,100.0,41,3x25,27946,13.79,10.34
Endinet,871688700000002681,Rechtestraat,5611GR,5611GR,EINDHOVEN,10,100.0,100.0,50,3x63,30534,30.0,20.0
Endinet,871688700000002681,Hooghuisstraat,5611GS,5611GS,EINDHOVEN,34,100.0,100.0,50,3x25,22682,47.06,38.24
Endinet,871688700000002681,Hooghuisstraat,5611GT,5611GT,EINDHOVEN,12,100.0,100.0,42,3x25,27281,50.0,50.0
Endinet,871688700000002681,Mauritsstraat,5611GV,5611GV,EINDHOVEN,18,94.44,94.44,78,1x35,6241,16.67,11.11
Endinet,871688700000002681,Krabbendampad,5611GW,5611GW,EINDHOVEN,16,100.0,100.0,88,1x35,2997,43.75,43.75
Endinet,871688700000002681,De Stadspoort,5611GZ,5611GZ,EINDHOVEN,10,100.0,100.0,40,3x25,10993,20.0,10.0
Endinet,871688700000002681,Willemstraat,5611HA,5611HA,EINDHOVEN,22,95.45,95.45,64,3x25,10296,22.73,22.73
Endinet,871688700000002681,Willemstraat,5611HB,5611HB,EINDHOVEN,24,100.0,87.5,42,3x25,8763,37.5,20.83
Endinet,871688700000002681,Willemstraat,5611HC,5611HC,EINDHOVEN,61,100.0,98.36,52,1x35,7357,32.79,26.23
Endinet,871688700000002681,Willemstraat,5611HD,5611HE,EINDHOVEN,17,100.0,82.35,47,3x25,19116,41.18,29.41
Endinet,871688700000002681,Wilhelminaplein,5611HG,5611HG,EINDHOVEN,17,100.0,100.0,59,3x25,7667,17.65,17.65
Endinet,871688700000002681,Prins Hendrikstraat,5611HH,5611HH,EINDHOVEN,29,100.0,100.0,66,1x35,2858,17.24,13.79
Endinet,871688700000002681,Prins Hendrikstraat,5611HJ,5611HJ,EINDHOVEN,40,97.5,100.0,60,1x35,2849,12.5,7.5
Endinet,871688700000002681,Prins Hendrikstraat,5611HK,5611HK,EINDHOVEN,23,100.0,100.0,74,1x35,5056,34.78,13.04
Endinet,871688700000002681,Prins Hendrikstraat,5611HL,5611HL,EINDHOVEN,33,100.0,100.0,82,1x35,4377,12.12,6.06
Endinet,871688700000002681,Smitsstraat,5611HM,5611HM,EINDHOVEN,13,100.0,100.0,92,1x35,3022,0.0,0.0
Endinet,871688700000002681,Heilige Geeststraat,5611HN,5611HN,EINDHOVEN,27,96.3,100.0,48,1x35,3735,22.22,18.52
Endinet,871688700000002681,Heilige Geeststraat,5611HP,5611HP,EINDHOVEN,24,100.0,100.0,54,1x35,3393,0.0,0.0
Endinet,871688700000002681,Heilige Geeststraat,5611HR,5611HR,EINDHOVEN,20,100.0,100.0,65,1x35,3437,20.0,5.0
Endinet,871688700000002681,Julianastraat,5611HS,5611HS,EINDHOVEN,14,100.0,92.86,50,1x35,5940,7.14,0.0
Endinet,871688700000002681,Julianastraat,5611HT,5611HV,EINDHOVEN,34,97.06,97.06,71,1x35,3144,14.71,8.82
Endinet,871688700000002681,Julianahof,5611HX,5611HX,EINDHOVEN,19,100.0,100.0,89,1x35,2685,15.79,10.53
Endinet,871688700000002681,Charlotte van Bourbonhof,5611HZ,5611HZ,EINDHOVEN,50,100.0,100.0,100,1x35,3132,8.0,4.0
Endinet,871688700000002681,St Catharinastraat,5611JA,5611JA,EINDHOVEN,42,100.0,100.0,62,1x35,2805,30.95,7.14
Endinet,871688700000002681,St Catharinastraat,5611JB,5611JB,EINDHOVEN,27,100.0,100.0,81,1x35,2347,7.41,7.41
Endinet,871688700000002681,St Catharinastraat,5611JC,5611JC,EINDHOVEN,14,100.0,100.0,57,1x35,3516,14.29,7.14
Endinet,871688700000002681,St Catharinastraat,5611JD,5611JD,EINDHOVEN,15,100.0,100.0,60,1x35,3986,13.33,13.33
Endinet,871688700000002681,Anna van Egmondstraat,5611JE,5611JE,EINDHOVEN,12,100.0,100.0,58,3x25,3554,25.0,25.0
Endinet,871688700000002681,Oranjestraat,5611JG,5611JH,EINDHOVEN,22,100.0,100.0,59,1x35,4276,13.64,9.09
Endinet,871688700000002681,St Catharinastraat,5611JJ,5611JJ,EINDHOVEN,34,100.0,100.0,91,1x35,2032,0.0,0.0
Endinet,871688700000002681,Willem de Zwijgerstraat,5611JK,5611JL,EINDHOVEN,28,100.0,100.0,46,1x35,3148,10.71,7.14
Endinet,871688700000002681,Edenstraat,5611JM,5611JM,EINDHOVEN,18,100.0,100.0,56,1x35,11178,11.11,5.56
Endinet,871688700000002681,Edenstraat,5611JN,5611JN,EINDHOVEN,11,100.0,100.0,82,3x25,5829,27.27,9.09
Endinet,871688700000002681,Hoogstraat,5611JP,5611JR,EINDHOVEN,19,100.0,94.74,63,3x25,6089,15.79,5.26
Endinet,871688700000002681,Kleine Berg,5611JS,5611JS,EINDHOVEN,26,100.0,100.0,42,3x25,15241,34.62,30.77
Endinet,871688700000002681,Kleine Berg,5611JT,5611JT,EINDHOVEN,68,100.0,100.0,63,1x35,9215,14.71,8.82
Endinet,871688700000002681,Kleine Berg,5611JV,5611JV,EINDHOVEN,67,100.0,97.01,42,1x35,12038,29.85,17.91
Endinet,871688700000002681,Kleine Berg,5611JW,5611JW,EINDHOVEN,13,100.0,100.0,69,3x25,18491,23.08,7.69
Endinet,871688700000002681,Bergstraat,5611JX,5611JX,EINDHOVEN,29,100.0,100.0,52,1x35,4515,13.79,6.9
Endinet,871688700000002681,Bergstraat,5611JZ,5611JZ,EINDHOVEN,33,100.0,100.0,61,1x35,4031,6.06,3.03
Endinet,871688700000002681,Groot Paradijs,5611KA,5611KA,EINDHOVEN,66,100.0,100.0,95,3x25,3911,4.55,1.52
Endinet,871688700000002681,Luciferstraat,5611KE,5611KE,EINDHOVEN,39,100.0,100.0,79,1x35,2647,2.56,0.0
Endinet,871688700000002681,De Rungraaf,5611KG,5611KG,EINDHOVEN,63,100.0,100.0,90,1x35,1895,14.29,9.52
Endinet,871688700000002681,Grote Berg,5611KH,5611KH,EINDHOVEN,21,100.0,100.0,67,3x25,8402,19.05,9.52
Endinet,871688700000002681,Grote Berg,5611KJ,5611KJ,EINDHOVEN,50,100.0,98.0,54,1x35,4495,8.0,6.0
Endinet,871688700000002681,Grote Berg,5611KK,5611KK,EINDHOVEN,32,100.0,96.88,44,3x25,10481,34.38,25.0
Endinet,871688700000002681,Grote Berg,5611KL,5611KL,EINDHOVEN,68,100.0,98.53,62,1x35,3643,11.76,7.35
Endinet,871688700000002681,Paradijslaan,5611KM,5611KM,EINDHOVEN,75,100.0,100.0,68,1x35,3624,13.33,9.33
Endinet,871688700000002681,Paradijslaan,5611KN,5611KN,EINDHOVEN,16,100.0,93.75,81,3x25,7784,31.25,25.0
Endinet,871688700000002681,Paradijslaan,5611KP,5611KR,EINDHOVEN,22,100.0,100.0,41,1x35,10417,9.09,0.0
Endinet,871688700000002681,Zwembadweg,5611KS,5611KS,EINDHOVEN,28,100.0,100.0,82,1x35,3282,3.57,0.0
Endinet,871688700000002681,Frederik van Eedenplein,5611KT,5611KT,EINDHOVEN,20,100.0,90.0,80,1x35,5322,15.0,10.0
Endinet,871688700000002681,Don Boscostraat,5611KV,5611KV,EINDHOVEN,32,100.0,100.0,81,1x35,3071,18.75,9.38
Endinet,871688700000002681,Don Boscostraat,5611KW,5611KX,EINDHOVEN,25,100.0,96.0,56,1x35,5775,12.0,4.0
Endinet,871688700000002681,Waagstraat,5611KZ,5611LA,EINDHOVEN,16,100.0,100.0,75,3x25,5048,37.5,6.25
Endinet,871688700000002681,Poirterslaan,5611LB,5611LB,EINDHOVEN,23,100.0,100.0,61,3x25,6353,43.48,13.04
Endinet,871688700000002681,Jan Smitzlaan,5611LD,5611LD,EINDHOVEN,23,100.0,100.0,65,3x25,6462,4.35,4.35
Endinet,871688700000002681,Jan Smitzlaan,5611LE,5611LE,EINDHOVEN,14,100.0,100.0,79,3x25,9775,14.29,14.29
Endinet,871688700000002681,Elzentlaan,5611LG,5611LG,EINDHOVEN,15,86.67,100.0,93,3x25,8048,33.33,20.0
Endinet,871688700000002681,Elzentlaan,5611LH,5611LH,EINDHOVEN,11,100.0,90.91,64,3x25,12377,36.36,18.18
Endinet,871688700000002681,Elzentlaan,5611LJ,5611LJ,EINDHOVEN,16,100.0,93.75,100,3x25,3496,100.0,6.25
Endinet,871688700000002681,Elzentlaan,5611LK,5611LK,EINDHOVEN,16,100.0,100.0,100,3x25,3226,100.0,18.75
Endinet,871688700000002681,Elzentlaan,5611LL,5611LL,EINDHOVEN,15,100.0,100.0,87,3x25,6452,66.67,13.33
Endinet,871688700000002681,Elzentlaan,5611LM,5611LP,EINDHOVEN,27,100.0,100.0,81,3x25,5618,22.22,7.41
Endinet,871688700000002681,Jacob Catslaan,5611LR,5611LT,EINDHOVEN,31,96.77,100.0,84,3x25,6707,48.39,25.81
Endinet,871688700000002681,Ruusbroeclaan,5611LV,5611LV,EINDHOVEN,15,93.33,100.0,67,3x25,11127,26.67,0.0
Endinet,871688700000002681,Knuvelderlaan,5611LW,5611LW,EINDHOVEN,42,100.0,100.0,48,3x25,7115,9.52,7.14
Endinet,871688700000002681,Tesselschadelaan,5611LZ,5611LZ,EINDHOVEN,30,100.0,100.0,93,1x35,2790,0.0,0.0
Endinet,871688700000002681,Dr Schaepmanlaan,5611MJ,5611NA,EINDHOVEN,79,97.47,98.73,51,1x35,6762,12.66,3.8
Endinet,871688700000002681,Stratumsedijk,5611NB,5611NB,EINDHOVEN,37,100.0,97.3,62,3x35,12171,78.38,72.97
Endinet,871688700000002681,Stratumsedijk,5611NC,5611NC,EINDHOVEN,79,100.0,96.2,68,1x35,3238,10.13,7.59
Endinet,871688700000002681,Stratumsedijk,5611ND,5611ND,EINDHOVEN,35,100.0,100.0,57,1x35,7949,20.0,8.57
Endinet,871688700000002681,Stratumsedijk,5611NE,5611NE,EINDHOVEN,16,100.0,81.25,50,3x25,13232,37.5,25.0
Endinet,871688700000002681,Bilderdijklaan,5611NG,5611NG,EINDHOVEN,12,100.0,100.0,42,3x25,7943,16.67,16.67
Endinet,871688700000002681,Bilderdijklaan,5611NH,5611NJ,EINDHOVEN,21,100.0,100.0,90,3x25,2744,28.57,28.57
Endinet,871688700000002681,Bomanshof,5611NK,5611NK,EINDHOVEN,17,100.0,100.0,100,3x25,2026,11.76,11.76
Endinet,871688700000002681,Bomanshof,5611NL,5611NL,EINDHOVEN,19,100.0,100.0,100,3x25,1553,0.0,0.0
Endinet,871688700000002681,Bomanshof,5611NM,5611NM,EINDHOVEN,18,100.0,100.0,100,3x25,1560,16.67,16.67
Endinet,871688700000002681,Bomanshof,5611NN,5611NN,EINDHOVEN,18,100.0,100.0,100,3x25,1905,16.67,11.11
Endinet,871688700000002681,Bomanshof,5611NP,5611NP,EINDHOVEN,18,100.0,100.0,100,3x25,3545,0.0,0.0
Endinet,871688700000002681,Bomanshof,5611NR,5611NR,EINDHOVEN,15,100.0,100.0,100,3x25,1934,6.67,6.67
Endinet,871688700000002681,Bomanshof,5611NS,5611NS,EINDHOVEN,14,100.0,100.0,100,3x25,1968,0.0,0.0
Endinet,871688700000002681,Bomansplaats,5611NT,5611NT,EINDHOVEN,94,100.0,98.94,97,1x35,1697,0.0,0.0
Endinet,871688700000002681,P Czn Hooftlaan,5611NV,5611NV,EINDHOVEN,15,100.0,93.33,60,3x25,14994,20.0,13.33
Endinet,871688700000002681,P Czn Hooftlaan,5611NW,5611NW,EINDHOVEN,29,100.0,100.0,86,1x35,1806,10.34,10.34
Endinet,871688700000002681,Vondellaan,5611NX,5611NX,EINDHOVEN,14,100.0,100.0,50,1x35,9314,14.29,7.14
Endinet,871688700000002681,P Czn Hooftlaan,5611NZ,5611NZ,EINDHOVEN,29,100.0,100.0,79,1x35,2644,24.14,10.34
Endinet,871688700000002681,Hertogstraat,5611PA,5611PA,EINDHOVEN,33,100.0,96.97,48,1x35,6974,51.52,36.36
Endinet,871688700000002681,Hertogstraat,5611PB,5611PB,EINDHOVEN,26,100.0,84.62,50,3x25,7936,26.92,3.85
Endinet,871688700000002681,Hertogstraat,5611PC,5611PC,EINDHOVEN,26,100.0,100.0,69,1x35,1838,30.77,19.23
Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PD,5611PD,EINDHOVEN,13,92.31,100.0,62,1x35,3890,23.08,15.38
Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PE,5611PE,EINDHOVEN,121,100.0,96.69,93,1x35,3283,95.87,88.43
Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PG,5611PG,EINDHOVEN,20,100.0,100.0,95,3x25,3420,95.0,5.0
Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PH,5611PH,EINDHOVEN,20,100.0,100.0,50,3x25,2595,90.0,20.0
Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PJ,5611PJ,EINDHOVEN,20,100.0,100.0,85,1x35,3149,90.0,5.0
Endinet,871688700000002681,Jan van Schoonvorststr,5611PK,5611PK,EINDHOVEN,13,100.0,100.0,62,1x35,6401,7.69,7.69
Endinet,871688700000002681,Tuinstraat,5611PL,5611PL,EINDHOVEN,21,100.0,100.0,57,1x35,7214,23.81,23.81
Endinet,871688700000002681,St Jorislaan,5611PM,5611PM,EINDHOVEN,22,95.45,100.0,59,3x25,4094,22.73,9.09
Endinet,871688700000002681,St Jorislaan,5611PN,5611PN,EINDHOVEN,23,100.0,95.65,52,3x25,4584,30.43,21.74
Endinet,871688700000002681,St Jorislaan,5611PP,5611PP,EINDHOVEN,23,100.0,100.0,74,1x35,4268,8.7,4.35
Endinet,871688700000002681,Willem v Millenberchstr,5611PR,5611PR,EINDHOVEN,15,100.0,100.0,67,1x35,3304,20.0,13.33
Endinet,871688700000002681,Willem v Millenberchstr,5611PS,5611PT,EINDHOVEN,23,91.3,100.0,61,1x35,3786,17.39,4.35
Endinet,871688700000002681,Willem van Hornestraat,5611PV,5611PV,EINDHOVEN,13,100.0,100.0,46,1x35,3857,15.38,15.38
Endinet,871688700000002681,Schoonhoeve,5611PW,5611PW,EINDHOVEN,36,100.0,100.0,75,1x35,3130,2.78,0.0
Endinet,871688700000002681,Romerohof,5611PX,5611PX,EINDHOVEN,22,100.0,100.0,91,1x35,1952,9.09,4.55
Endinet,871688700000002681,Pastoor Dijkmansstraat,5611RA,5611RA,EINDHOVEN,21,100.0,100.0,52,1x35,4498,42.86,23.81
Endinet,871688700000002681,Pastoor Dijkmansstraat,5611RB,5611RB,EINDHOVEN,22,100.0,90.91,82,1x35,2472,9.09,4.55
Endinet,871688700000002681,Kettingstraat,5611RC,5611RC,EINDHOVEN,10,100.0,100.0,60,1x35,4186,10.0,10.0
Endinet,871688700000002681,Kettingstraat,5611RD,5611RD,EINDHOVEN,29,100.0,100.0,90,1x35,2177,6.9,3.45
Endinet,871688700000002681,St Rochusstraat,5611RE,5611RE,EINDHOVEN,19,94.74,100.0,84,1x35,2294,21.05,10.53
Endinet,871688700000002681,St Rochusstraat,5611RG,5611RG,EINDHOVEN,44,97.73,100.0,84,1x35,2512,20.45,11.36
Endinet,871688700000002681,St Rochusstraat,5611RH,5611RH,EINDHOVEN,17,100.0,100.0,71,1x35,2625,11.76,11.76
Endinet,871688700000002681,St Rochusstraat,5611RJ,5611RJ,EINDHOVEN,20,100.0,100.0,60,1x35,3477,10.0,5.0
Endinet,871688700000002681,Hoefkestraat,5611RK,5611RK,EINDHOVEN,24,100.0,100.0,83,1x35,4655,79.17,75.0
Endinet,871688700000002681,Hoefkestraat,5611RL,5611RL,EINDHOVEN,16,100.0,100.0,94,1x35,2881,6.25,0.0
Endinet,871688700000002681,Hoefkestraat,5611RM,5611RM,EINDHOVEN,16,93.75,100.0,56,1x35,4629,37.5,12.5
Endinet,871688700000002681,Hoefkestraat,5611RN,5611RN,EINDHOVEN,16,100.0,93.75,69,1x35,3862,12.5,6.25
