net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc
Endinet,871688700000002681,Prins Hendrikstraat,5611HL,5611HL,EINDHOVEN,33.0,100,100,85,1x35,3334,6,3
Endinet,871688700000002681,Smitsstraat,5611HM,5611HM,EINDHOVEN,13.0,100,100,92,1x35,3503,0,0
Endinet,871688700000002681,Heilige Geeststraat,5611HN,5611HN,EINDHOVEN,26.0,96,100,54,1x35,3184,12,8
Endinet,871688700000002681,Heilige Geeststraat,5611HP,5611HP,EINDHOVEN,25.0,100,100,56,1x35,3849,0,0
Endinet,871688700000002681,Heilige Geeststraat,5611HR,5611HR,EINDHOVEN,20.0,100,100,70,1x35,2684,15,0
Endinet,871688700000002681,Julianastraat,5611HS,5611HS,EINDHOVEN,14.0,100,93,50,1x35,6421,7,0
Endinet,871688700000002681,Julianastraat,5611HT,5611HV,EINDHOVEN,33.0,100,97,76,1x35,3037,12,6
Endinet,871688700000002681,Julianahof,5611HX,5611HX,EINDHOVEN,19.0,100,100,89,1x35,2907,11,5
Endinet,871688700000002681,Charlotte van Bourbonhof,5611HZ,5611HZ,EINDHOVEN,50.0,100,100,100,1x35,3243,6,2
Endinet,871688700000002681,St Catharinastraat,5611JA,5611JA,EINDHOVEN,42.0,100,100,67,1x35,2912,36,2
Endinet,871688700000002681,St Catharinastraat,5611JB,5611JB,EINDHOVEN,27.0,100,100,81,1x35,2618,4,4
Endinet,871688700000002681,St Catharinastraat,5611JC,5611JC,EINDHOVEN,14.0,100,100,64,1x35,3550,7,0
Endinet,871688700000002681,St Catharinastraat,5611JD,5611JD,EINDHOVEN,15.0,100,100,60,1x35,4587,7,7
Endinet,871688700000002681,Anna van Egmondstraat,5611JE,5611JE,EINDHOVEN,12.0,100,100,50,1x35,2539,25,25
Endinet,871688700000002681,Oranjestraat,5611JG,5611JH,EINDHOVEN,22.0,100,100,59,1x35,4643,9,5
Endinet,871688700000002681,St Catharinastraat,5611JJ,5611JJ,EINDHOVEN,34.0,100,100,91,1x35,2090,0,0
Endinet,871688700000002681,Willem de Zwijgerstraat,5611JK,5611JL,EINDHOVEN,28.0,100,96,54,1x35,4232,7,0
Endinet,871688700000002681,Edenstraat,5611JM,5611JM,EINDHOVEN,18.0,100,100,56,1x35,10427,6,0
Endinet,871688700000002681,Edenstraat,5611JN,5611JN,EINDHOVEN,11.0,100,100,82,3x25,7050,27,9
Endinet,871688700000002681,Hoogstraat,5611JP,5611JR,EINDHOVEN,19.0,100,95,63,3x25,7313,16,5
Endinet,871688700000002681,Kleine Berg,5611JS,5611JS,EINDHOVEN,25.0,100,100,44,3x25,15161,12,8
Endinet,871688700000002681,Kleine Berg,5611JT,5611JT,EINDHOVEN,68.0,100,100,66,1x35,10173,10,4
Endinet,871688700000002681,Kleine Berg,5611JV,5611JV,EINDHOVEN,64.0,100,97,42,1x35,11274,23,13
Endinet,871688700000002681,Kleine Berg,5611JW,5611JW,EINDHOVEN,13.0,100,100,69,3x25,18678,23,8
Endinet,871688700000002681,Bergstraat,5611JX,5611JX,EINDHOVEN,28.0,100,100,54,1x35,4343,11,4
Endinet,871688700000002681,Bergstraat,5611JZ,5611JZ,EINDHOVEN,33.0,100,100,64,1x35,4637,6,3
Endinet,871688700000002681,Groot Paradijs,5611KA,5611KA,EINDHOVEN,66.0,100,100,95,3x25,3641,3,0
Endinet,871688700000002681,Luciferstraat,5611KE,5611KE,EINDHOVEN,39.0,100,100,79,1x35,2865,3,0
Endinet,871688700000002681,De Rungraaf,5611KG,5611KG,EINDHOVEN,62.0,100,100,94,1x35,2181,10,3
Endinet,871688700000002681,Grote Berg,5611KH,5611KH,EINDHOVEN,21.0,100,100,67,3x25,8148,14,10
Endinet,871688700000002681,Grote Berg,5611KJ,5611KJ,EINDHOVEN,50.0,100,98,56,1x35,4968,6,4
Endinet,871688700000002681,Grote Berg,5611KK,5611KK,EINDHOVEN,32.0,100,91,47,3x25,11211,28,19
Endinet,871688700000002681,Grote Berg,5611KL,5611KL,EINDHOVEN,68.0,100,99,62,1x35,3528,9,4
Endinet,871688700000002681,Paradijslaan,5611KM,5611KM,EINDHOVEN,76.0,100,100,71,1x35,4284,8,5
Endinet,871688700000002681,Paradijslaan,5611KN,5611KN,EINDHOVEN,20.0,100,90,75,3x25,7102,20,10
Endinet,871688700000002681,Paradijslaan,5611KP,5611KR,EINDHOVEN,22.0,100,100,41,1x35,12652,9,0
Endinet,871688700000002681,Zwembadweg,5611KS,5611KS,EINDHOVEN,28.0,100,100,82,1x35,3576,4,0
Endinet,871688700000002681,Frederik van Eedenplein,5611KT,5611KT,EINDHOVEN,20.0,100,90,80,1x35,5642,10,5
Endinet,871688700000002681,Don Boscostraat,5611KV,5611KV,EINDHOVEN,32.0,100,100,81,1x35,3166,16,6
Endinet,871688700000002681,Don Boscostraat,5611KW,5611KX,EINDHOVEN,23.0,100,96,52,1x35,6234,4,0
Endinet,871688700000002681,Waagstraat,5611KZ,5611LA,EINDHOVEN,16.0,100,100,75,3x25,5518,38,6
Endinet,871688700000002681,Poirterslaan,5611LB,5611LB,EINDHOVEN,23.0,100,100,65,3x25,6677,35,4
Endinet,871688700000002681,Jan Smitzlaan,5611LD,5611LD,EINDHOVEN,23.0,100,100,65,3x25,6297,0,0
Endinet,871688700000002681,Jan Smitzlaan,5611LE,5611LE,EINDHOVEN,14.0,100,100,79,3x25,10468,14,14
Endinet,871688700000002681,Elzentlaan,5611LG,5611LG,EINDHOVEN,14.0,100,100,100,3x25,8794,21,7
Endinet,871688700000002681,Elzentlaan,5611LH,5611LH,EINDHOVEN,11.0,100,91,64,3x25,13375,36,0
Endinet,871688700000002681,Elzentlaan,5611LJ,5611LJ,EINDHOVEN,16.0,100,94,100,3x25,3382,100,6
Endinet,871688700000002681,Elzentlaan,5611LK,5611LK,EINDHOVEN,16.0,100,100,100,3x25,3387,100,6
Endinet,871688700000002681,Elzentlaan,5611LL,5611LL,EINDHOVEN,15.0,100,93,87,3x25,6983,73,7
Endinet,871688700000002681,Elzentlaan,5611LM,5611LP,EINDHOVEN,27.0,100,100,81,3x25,6587,22,7
Endinet,871688700000002681,Jacob Catslaan,5611LR,5611LT,EINDHOVEN,31.0,100,97,84,3x25,6944,32,6
Endinet,871688700000002681,Ruusbroeclaan,5611LV,5611LV,EINDHOVEN,15.0,100,100,67,3x25,10397,27,0
Endinet,871688700000002681,Knuvelderlaan,5611LW,5611LW,EINDHOVEN,42.0,100,98,48,3x25,7541,5,2
Endinet,871688700000002681,Tesselschadelaan,5611LZ,5611LZ,EINDHOVEN,30.0,100,100,100,1x35,3389,0,0
Endinet,871688700000002681,Dr Schaepmanlaan,5611MJ,5611NA,EINDHOVEN,79.0,100,97,51,1x35,7664,13,3
Endinet,871688700000002681,Stratumsedijk,5611NB,5611NB,EINDHOVEN,37.0,100,92,70,3x35,8798,78,73
Endinet,871688700000002681,Stratumsedijk,5611NC,5611NC,EINDHOVEN,77.0,100,97,68,1x35,2963,4,4
Endinet,871688700000002681,Stratumsedijk,5611ND,5611ND,EINDHOVEN,34.0,100,100,59,1x35,9165,12,3
Endinet,871688700000002681,Stratumsedijk,5611NE,5611NE,EINDHOVEN,12.0,100,92,58,3x25,11822,17,17
Endinet,871688700000002681,Bilderdijklaan,5611NG,5611NG,EINDHOVEN,12.0,100,100,42,1x35,7102,0,0
Endinet,871688700000002681,Bilderdijklaan,5611NH,5611NJ,EINDHOVEN,20.0,100,100,95,3x25,5886,25,25
Endinet,871688700000002681,Bomanshof,5611NK,5611NK,EINDHOVEN,17.0,100,100,100,3x25,2621,12,12
Endinet,871688700000002681,Bomanshof,5611NL,5611NL,EINDHOVEN,19.0,100,100,100,3x25,1504,0,0
Endinet,871688700000002681,Bomanshof,5611NM,5611NM,EINDHOVEN,18.0,100,100,100,3x25,1413,17,17
Endinet,871688700000002681,Bomanshof,5611NN,5611NN,EINDHOVEN,18.0,100,100,100,3x25,1515,17,11
Endinet,871688700000002681,Bomanshof,5611NP,5611NP,EINDHOVEN,18.0,100,100,100,3x25,1214,0,0
Endinet,871688700000002681,Bomanshof,5611NR,5611NR,EINDHOVEN,15.0,100,100,100,3x25,1949,7,7
Endinet,871688700000002681,Bomanshof,5611NS,5611NS,EINDHOVEN,14.0,100,100,100,3x25,1825,0,0
Endinet,871688700000002681,Bomansplaats,5611NT,5611NT,EINDHOVEN,94.0,100,99,97,1x35,1473,0,0
Endinet,871688700000002681,P Czn Hooftlaan,5611NV,5611NV,EINDHOVEN,14.0,100,100,71,3x25,18435,7,7
Endinet,871688700000002681,P Czn Hooftlaan,5611NW,5611NW,EINDHOVEN,29.0,100,100,86,1x35,1919,3,3
Endinet,871688700000002681,Vondellaan,5611NX,5611NX,EINDHOVEN,13.0,100,100,46,1x35,10406,8,0
Endinet,871688700000002681,P Czn Hooftlaan,5611NZ,5611NZ,EINDHOVEN,29.0,100,100,83,1x35,4729,21,7
Endinet,871688700000002681,Hertogstraat,5611PA,5611PA,EINDHOVEN,32.0,100,100,47,1x35,11008,50,38
Endinet,871688700000002681,Hertogstraat,5611PB,5611PB,EINDHOVEN,23.0,100,96,52,3x25,9921,13,0
Endinet,871688700000002681,Hertogstraat,5611PC,5611PC,EINDHOVEN,26.0,100,100,88,1x35,2241,19,8
Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PD,5611PD,EINDHOVEN,13.0,92,100,62,1x35,3807,15,8
Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PE,5611PE,EINDHOVEN,123.0,100,95,94,1x35,2495,94,86
Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PG,5611PG,EINDHOVEN,20.0,100,100,95,3x25,2648,100,5
Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PH,5611PH,EINDHOVEN,20.0,100,100,50,1x35,3293,100,10
Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PJ,5611PJ,EINDHOVEN,20.0,100,100,85,1x35,3062,90,5
Endinet,871688700000002681,Jan van Schoonvorststr,5611PK,5611PK,EINDHOVEN,13.0,100,100,62,1x35,4137,8,8
Endinet,871688700000002681,Tuinstraat,5611PL,5611PL,EINDHOVEN,21.0,100,95,57,1x35,7570,14,14
Endinet,871688700000002681,St Jorislaan,5611PM,5611PM,EINDHOVEN,22.0,100,100,59,3x25,3906,23,9
Endinet,871688700000002681,St Jorislaan,5611PN,5611PN,EINDHOVEN,22.0,100,95,50,1x35,4757,23,14
Endinet,871688700000002681,St Jorislaan,5611PP,5611PP,EINDHOVEN,23.0,100,100,74,1x35,4780,4,0
Endinet,871688700000002681,Willem v Millenberchstr,5611PR,5611PR,EINDHOVEN,15.0,100,100,73,1x35,3326,13,7
Endinet,871688700000002681,Willem v Millenberchstr,5611PS,5611PT,EINDHOVEN,23.0,100,100,61,1x35,3805,17,0
Endinet,871688700000002681,Willem van Hornestraat,5611PV,5611PV,EINDHOVEN,13.0,100,100,54,1x35,4281,15,15
Endinet,871688700000002681,Schoonhoeve,5611PW,5611PW,EINDHOVEN,36.0,100,100,75,1x35,3569,3,0
Endinet,871688700000002681,Romerohof,5611PX,5611PX,EINDHOVEN,24.0,100,88,92,1x35,1759,4,0
Endinet,871688700000002681,Pastoor Dijkmansstraat,5611RA,5611RA,EINDHOVEN,21.0,100,100,52,1x35,4997,43,24
Endinet,871688700000002681,Pastoor Dijkmansstraat,5611RB,5611RB,EINDHOVEN,22.0,100,100,82,1x35,2373,5,5
Endinet,871688700000002681,Kettingstraat,5611RC,5611RC,EINDHOVEN,10.0,100,100,60,1x35,4217,10,10
Endinet,871688700000002681,Kettingstraat,5611RD,5611RD,EINDHOVEN,29.0,100,100,90,1x35,2298,7,3
Endinet,871688700000002681,St Rochusstraat,5611RE,5611RE,EINDHOVEN,19.0,95,100,89,1x35,2553,16,5
Endinet,871688700000002681,St Rochusstraat,5611RG,5611RG,EINDHOVEN,44.0,98,100,86,1x35,2909,11,5
Endinet,871688700000002681,St Rochusstraat,5611RH,5611RH,EINDHOVEN,17.0,100,100,76,1x35,2874,6,6
Endinet,871688700000002681,St Rochusstraat,5611RJ,5611RJ,EINDHOVEN,20.0,100,100,60,1x35,3765,10,5
Endinet,871688700000002681,Hoefkestraat,5611RK,5611RL,EINDHOVEN,24.0,100,96,83,1x35,3704,17,8
Endinet,871688700000002681,Hoefkestraat,5611RM,5611RM,EINDHOVEN,16.0,94,100,56,1x35,4820,38,13
Endinet,871688700000002681,Hoefkestraat,5611RN,5611RN,EINDHOVEN,17.0,100,94,65,1x35,3857,18,12
Endinet,871688700000002681,Geldropseweg,5611SB,5611SB,EINDHOVEN,29.0,100,97,48,1x35,5307,17,7
Endinet,871688700000002681,Geldropseweg,5611SC,5611SC,EINDHOVEN,14.0,100,100,43,3x25,12498,36,7
Endinet,871688700000002681,Geldropseweg,5611SE,5611SE,EINDHOVEN,44.0,100,100,57,1x35,12680,9,5
Endinet,871688700000002681,Geldropseweg,5611SG,5611SG,EINDHOVEN,28.0,100,100,61,1x35,5709,14,4
Endinet,871688700000002681,Geldropseweg,5611SH,5611SH,EINDHOVEN,37.0,100,97,59,1x35,8449,14,0
Endinet,871688700000002681,Geldropseweg,5611SJ,5611SJ,EINDHOVEN,74.0,100,97,57,1x35,5635,26,18
Endinet,871688700000002681,Geldropseweg,5611SK,5611SK,EINDHOVEN,21.0,100,90,67,1x35,4295,67,67
Endinet,871688700000002681,Geldropseweg,5611SL,5611SL,EINDHOVEN,29.0,100,100,72,1x35,3477,10,7
Endinet,871688700000002681,Geldropseweg,5611SM,5611SM,EINDHOVEN,12.0,100,100,67,1x35,3709,0,0
Endinet,871688700000002681,St Rochushofje,5611SN,5611SN,EINDHOVEN,35.0,100,100,100,1x35,2973,100,100
Endinet,871688700000002681,Gabriel Metsulaan,5611SP,5611SP,EINDHOVEN,16.0,94,100,69,3x25,7753,19,6
Endinet,871688700000002681,Gabriel Metsulaan,5611SR,5611SR,EINDHOVEN,48.0,100,100,73,1x35,4078,8,6
Endinet,871688700000002681,Lucas Gasselstraat,5611ST,5611ST,EINDHOVEN,20.0,95,20,90,3x25,23807,90,10
Endinet,871688700000002681,De Rozentuin,5611SW,5611SX,EINDHOVEN,23.0,100,100,74,1x35,6752,4,4
Endinet,871688700000002681,De Rozentuin,5611SZ,5611SZ,EINDHOVEN,22.0,100,100,91,1x35,2540,5,0
Endinet,871688700000002681,Stuiverstraat,5611TA,5611TA,EINDHOVEN,15.0,100,93,100,1x35,3223,0,0
Endinet,871688700000002681,Stuiverstraat,5611TB,5611TB,EINDHOVEN,18.0,94,100,50,3x25,5561,22,11
Endinet,871688700000002681,Stuiverstraat,5611TC,5611TC,EINDHOVEN,27.0,100,100,85,1x35,3730,7,0
Endinet,871688700000002681,Lodewijk Houbenstraat,5611TD,5611TD,EINDHOVEN,25.0,100,100,100,1x35,2029,16,16
Endinet,871688700000002681,Lodewijk Houbenstraat,5611TE,5611TE,EINDHOVEN,13.0,100,100,92,1x35,2330,23,15
Endinet,871688700000002681,Adolf van Cortenbachstr,5611TG,5611TG,EINDHOVEN,19.0,100,100,89,1x35,2942,16,0
Endinet,871688700000002681,Adolf van Cortenbachstr,5611TH,5611TH,EINDHOVEN,25.0,100,100,92,1x35,2943,8,0
Endinet,871688700000002681,Godschalk Rosemondtstr,5611TJ,5611TJ,EINDHOVEN,24.0,88,100,71,1x35,3713,25,13
Endinet,871688700000002681,Johannes v Eindhovenstr,5611TK,5611TK,EINDHOVEN,20.0,100,100,85,1x35,2654,10,10
