net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc
Endinet,871688700000002681,Smelen,5509RL,5509RL,VELDHOVEN,18,100.0,100.0,,1x35,1851.28,0.0,0.0
Endinet,871688700000002681,Egel,5509RM,5611AA,VELDHOVEN,10,90.0,80.0,,3x25,7283.0,20.0,0.0
Endinet,871688700000002681,Stationsweg,5611AA,5611AB,EINDHOVEN,13,100.0,100.0,,1x35,2456.77,0.0,0.0
Endinet,871688700000002681,Stationsplein,5611AB,5611AC,EINDHOVEN,10,100.0,50.0,,3x25,31864.0,50.0,0.0
Endinet,871688700000002681,Stationsplein,5611AC,5611AC,EINDHOVEN,12,100.0,83.33,,3x80,3992.13,8.33,0.0
Endinet,871688700000002681,Stationsplein,5611AC,5611AC,EINDHOVEN,10,100.0,80.0,,3x25,22841.7,30.0,0.0
Endinet,871688700000002681,Stationsplein,5611AC,5611AD,EINDHOVEN,10,100.0,90.0,,3x25,11343.3,0.0,0.0
Endinet,871688700000002681,Neckerspoel,5611AD,5611AE,EINDHOVEN,13,100.0,84.62,,3x35,11467.77,0.0,0.0
Endinet,871688700000002681,Piazza,5611AE,5611AH,EINDHOVEN,12,100.0,100.0,,3x25,4867.79,25.0,0.0
Endinet,871688700000002681,Hermanus Boexstraat,5611AH,5611AJ,EINDHOVEN,10,100.0,100.0,,3x25,13384.2,0.0,0.0
Endinet,871688700000002681,Hermanus Boexstraat,5611AJ,5611AJ,EINDHOVEN,10,100.0,100.0,,3x35,22334.2,20.0,0.0
Endinet,871688700000002681,Hermanus Boexstraat,5611AJ,5611AK,EINDHOVEN,13,100.0,92.31,,3x63,1725.54,0.0,0.0
Endinet,871688700000002681,Hermanus Boexstraat,5611AK,5611AL,EINDHOVEN,10,100.0,80.0,,3x25,6595.1,30.0,0.0
Endinet,871688700000002681,18 Septemberplein,5611AL,5611AL,EINDHOVEN,11,100.0,81.82,,1x25,19067.34,0.0,0.0
Endinet,871688700000002681,18 Septemberplein,5611AL,5611AL,EINDHOVEN,13,100.0,100.0,,3x50,15112.15,0.0,0.0
Endinet,871688700000002681,18 Septemberplein,5611AL,5611AM,EINDHOVEN,11,100.0,72.73,,3x63,1855.09,27.27,0.0
Endinet,871688700000002681,Nieuwe Emmasingel,5611AM,5611AM,EINDHOVEN,39,100.0,100.0,,1x35,3550.79,2.56,0.0
Endinet,871688700000002681,Nieuwe Emmasingel,5611AM,5611AM,EINDHOVEN,28,100.0,100.0,,3x35,27046.15,3.57,0.0
Endinet,871688700000002681,Nieuwe Emmasingel,5611AM,5611AN,EINDHOVEN,10,100.0,60.0,,3x63,31388.2,20.0,0.0
Endinet,871688700000002681,Demer,5611AN,5611AP,EINDHOVEN,10,100.0,100.0,,3x63,38502.5,30.0,0.0
Endinet,871688700000002681,Demer,5611AP,5611AR,EINDHOVEN,12,100.0,91.67,,3x63,24395.83,16.67,0.0
Endinet,871688700000002681,Demer,5611AR,5611AS,EINDHOVEN,10,100.0,100.0,,3x50,17717.2,30.0,0.0
Endinet,871688700000002681,Demer,5611AS,5611AT,EINDHOVEN,11,100.0,100.0,,3x50,36922.36,36.36,0.0
Endinet,871688700000002681,Vrijstraat,5611AT,5611AV,EINDHOVEN,10,100.0,100.0,,3x35,17995.4,40.0,0.0
Endinet,871688700000002681,Vrijstraat,5611AV,5611AW,EINDHOVEN,18,100.0,94.44,,3x35,12144.33,11.11,0.0
Endinet,871688700000002681,Vrijstraat,5611AW,5611AW,EINDHOVEN,10,100.0,100.0,,3x25,25714.1,20.0,0.0
Endinet,871688700000002681,Maximahof,5611AX,5611AX,EINDHOVEN,76,100.0,100.0,,1x35,0.0,0.0,0.0
Endinet,871688700000002681,Maximahof,5611AX,5611AZ,EINDHOVEN,99,100.0,98.99,,3x80,2948.05,0.0,0.0
Endinet,871688700000002681,Emmasingel,5611AZ,5611AZ,EINDHOVEN,14,100.0,100.0,,1x35,9033.43,0.0,0.0
Endinet,871688700000002681,Emmasingel,5611AZ,5611BA,EINDHOVEN,11,100.0,100.0,,3x25,14815.73,18.18,0.0
Endinet,871688700000002681,Professor Dr Dorgelolaan,5611BA,5611BB,EINDHOVEN,51,100.0,100.0,,3x35,3046.76,0.0,0.0
Endinet,871688700000002681,Stationsplein,5611BB,5611BC,EINDHOVEN,11,100.0,90.91,,3x25,3782.94,0.0,0.0
Endinet,871688700000002681,Stationsplein,5611BC,5611BD,EINDHOVEN,10,100.0,50.0,,3x35,3168.6,10.0,0.0
Endinet,871688700000002681,Mathildelaan,5611BD,5611BD,EINDHOVEN,16,100.0,100.0,,1x25,398.06,81.25,0.0
Endinet,871688700000002681,Mathildelaan,5611BD,5611BE,EINDHOVEN,15,100.0,86.67,,1x35,1979.33,53.33,0.0
Endinet,871688700000002681,Mathildelaan,5611BE,5611BE,EINDHOVEN,10,100.0,100.0,,1x35,1727.8,90.0,0.0
Endinet,871688700000002681,Mathildelaan,5611BE,5611BG,EINDHOVEN,37,94.59,94.59,,1x35,2686.3,0.0,0.0
Endinet,871688700000002681,Hoog Gagel,5611BG,5611BH,EINDHOVEN,10,100.0,90.0,,1x35,9375.5,50.0,0.0
Endinet,871688700000002681,Gagelstraat,5611BH,5611BK,EINDHOVEN,10,100.0,100.0,,1x35,1345.9,30.0,0.0
Endinet,871688700000002681,Vonderweg,5611BK,5611BL,EINDHOVEN,10,100.0,100.0,,1x25,17102.8,30.0,0.0
Endinet,871688700000002681,Mathildelaan,5611BL,5611BX,EINDHOVEN,28,100.0,100.0,,3x63,3771.17,3.57,0.0
Endinet,871688700000002681,Stationsweg,5611BX,5611BZ,EINDHOVEN,36,100.0,100.0,,1x35,4417.67,11.11,0.0
Endinet,871688700000002681,Stationsweg,5611BZ,5611BZ,EINDHOVEN,14,100.0,100.0,,1x35,2354.78,0.0,0.0
Endinet,871688700000002681,Stationsweg,5611BZ,5611CA,EINDHOVEN,10,100.0,90.0,,3x25,8077.7,50.0,0.0
Endinet,871688700000002681,Vestdijk,5611CA,5611CA,EINDHOVEN,10,100.0,90.0,,3x25,35311.4,30.0,0.0
Endinet,871688700000002681,Vestdijk,5611CA,5611CB,EINDHOVEN,28,100.0,92.86,,3x35,2025.82,0.0,0.0
Endinet,871688700000002681,Vestdijk,5611CB,5611CB,EINDHOVEN,13,100.0,100.0,,1x35,6585.92,0.0,0.0
Endinet,871688700000002681,Vestdijk,5611CB,5611CC,EINDHOVEN,14,100.0,100.0,,3x25,2923.89,7.14,0.0
Endinet,871688700000002681,Vestdijk,5611CC,5611CC,EINDHOVEN,12,100.0,100.0,,3x25,0.0,0.0,0.0
Endinet,871688700000002681,Vestdijk,5611CC,5611CG,EINDHOVEN,79,100.0,100.0,,3x25,4119.55,2.53,0.0
Endinet,871688700000002681,Mignot en de Blockplein,5611CG,5611CG,EINDHOVEN,27,100.0,100.0,,1x35,2733.74,11.11,0.0
Endinet,871688700000002681,Mignot en de Blockplein,5611CG,5611CH,EINDHOVEN,19,100.0,100.0,,3x25,13023.67,10.53,0.0
Endinet,871688700000002681,Raiffeisenstraat,5611CH,5611CJ,EINDHOVEN,21,100.0,90.48,,3x25,8008.77,4.76,0.0
Endinet,871688700000002681,Dommelstraat,5611CJ,5611CJ,EINDHOVEN,10,100.0,100.0,,3x25,16219.0,0.0,0.0
Endinet,871688700000002681,Dommelstraat,5611CJ,5611CK,EINDHOVEN,19,94.74,100.0,,3x63,17912.42,21.05,0.0
Endinet,871688700000002681,Dommelstraat,5611CK,5611CL,EINDHOVEN,15,100.0,100.0,,3x25,10630.27,26.67,0.0
Endinet,871688700000002681,Dommelstraat,5611CL,5611CL,EINDHOVEN,10,100.0,100.0,,3x25,32110.8,0.0,0.0
Endinet,871688700000002681,Dommelstraat,5611CL,5611CM,EINDHOVEN,34,97.06,100.0,,3x63,8652.04,8.82,0.0
Endinet,871688700000002681,Tramstraat,5611CM,5611CM,EINDHOVEN,10,100.0,100.0,,1x35,5291.7,30.0,0.0
Endinet,871688700000002681,Tramstraat,5611CN,5611CP,EINDHOVEN,10,100.0,70.0,,3x25,10183.8,70.0,0.0
Endinet,871688700000002681,Tramstraat,5611CP,5611CP,EINDHOVEN,10,100.0,100.0,,1x35,3612.2,20.0,0.0
Endinet,871688700000002681,Tramstraat,5611CP,5611CR,EINDHOVEN,10,100.0,100.0,,3x25,7295.5,20.0,0.0
Endinet,871688700000002681,Tramstraat,5611CR,5611CS,EINDHOVEN,24,100.0,100.0,,3x25,3968.96,12.5,0.0
Endinet,871688700000002681,Augustijnendreef,5611CS,5611CV,EINDHOVEN,11,100.0,100.0,,1x35,5806.82,0.0,0.0
Endinet,871688700000002681,Nachtegaallaan,5611CV,5611CX,EINDHOVEN,37,100.0,100.0,,3x25,6716.32,8.11,0.0
Endinet,871688700000002681,De Remise,5611CX,5611CZ,EINDHOVEN,61,100.0,100.0,,1x35,3865.01,3.28,0.0
Endinet,871688700000002681,Vestdijk,5611CZ,5611DA,EINDHOVEN,10,100.0,100.0,,3x63,2297.6,10.0,0.0
Endinet,871688700000002681,Nieuwstraat,5611DA,5611DA,EINDHOVEN,10,100.0,100.0,,1x35,16340.3,20.0,0.0
Endinet,871688700000002681,Nieuwstraat,5611DA,5611DB,EINDHOVEN,17,100.0,100.0,,3x50,14409.29,17.65,0.0
Endinet,871688700000002681,Nieuwstraat,5611DB,5611DD,EINDHOVEN,10,100.0,100.0,,3x35,13003.8,0.0,0.0
Endinet,871688700000002681,Oude Stadsgracht,5611DD,5611DE,EINDHOVEN,31,100.0,96.77,,3x35,4777.35,6.45,0.0
Endinet,871688700000002681,Catharinaplein,5611DE,5611DE,EINDHOVEN,13,100.0,100.0,,3x25,11398.92,15.38,0.0
Endinet,871688700000002681,Catharinaplein,5611DE,5611DG,EINDHOVEN,11,100.0,100.0,,3x63,1636.55,9.09,0.0
Endinet,871688700000002681,Oude Stadsgracht,5611DG,5611DH,EINDHOVEN,33,100.0,96.97,,3x50,2763.42,6.06,0.0
Endinet,871688700000002681,Oude Stadsgracht,5611DH,5611DJ,EINDHOVEN,22,100.0,100.0,,1x35,1325.6,4.55,0.0
Endinet,871688700000002681,Oude Stadsgracht,5611DJ,5611DK,EINDHOVEN,33,100.0,96.97,,1x35,85786.98,6.06,0.0
Endinet,871688700000002681,Heuvel Galerie,5611DK,5611DK,EINDHOVEN,15,100.0,100.0,,3x25,26283.93,0.0,0.0
Endinet,871688700000002681,Heuvel Galerie,5611DK,5611DK,EINDHOVEN,10,100.0,100.0,,3x35,37498.3,0.0,0.0
Endinet,871688700000002681,Heuvel Galerie,5611DK,5611DK,EINDHOVEN,11,100.0,100.0,,3x50,36992.64,27.27,0.0
Endinet,871688700000002681,Heuvel Galerie,5611DK,5611DK,EINDHOVEN,10,100.0,60.0,,3x63,31073.2,50.0,0.0
Endinet,871688700000002681,Gedempte Gracht,5611DL,5611DL,EINDHOVEN,24,100.0,100.0,,1x25,2929.79,0.0,0.0
Endinet,871688700000002681,Gedempte Gracht,5611DL,5611DL,EINDHOVEN,13,100.0,100.0,,1x35,2208.25,7.69,0.0
Endinet,871688700000002681,Gedempte Gracht,5611DL,5611DM,EINDHOVEN,39,100.0,100.0,,3x25,3282.21,5.13,0.0
Endinet,871688700000002681,Gedempte Gracht,5611DM,5611EA,EINDHOVEN,10,100.0,100.0,,1x35,14123.5,40.0,0.0
Endinet,871688700000002681,Markt,5611EB,5611EC,EINDHOVEN,10,100.0,100.0,,3x25,27756.8,20.0,0.0
Endinet,871688700000002681,Markt,5611EC,5611ED,EINDHOVEN,10,100.0,100.0,,3x25,34577.2,30.0,0.0
Endinet,871688700000002681,Jan van Hooffstraat,5611ED,5611EE,EINDHOVEN,12,100.0,100.0,,3x50,9436.58,0.0,0.0
Endinet,871688700000002681,Jan van Lieshoutstraat,5611EE,5611EE,EINDHOVEN,14,100.0,100.0,,3x25,11972.14,7.14,0.0
Endinet,871688700000002681,Jan van Lieshoutstraat,5611EE,5611EG,EINDHOVEN,11,100.0,100.0,,3x50,26933.91,18.18,0.0
Endinet,871688700000002681,Ten Hagestraat,5611EG,5611EH,EINDHOVEN,52,100.0,98.08,,3x50,6194.17,1.92,0.0
Endinet,871688700000002681,Smalle Haven,5611EH,5611EH,EINDHOVEN,13,100.0,100.0,,3x25,7526.77,23.08,0.0
Endinet,871688700000002681,Smalle Haven,5611EJ,5611EJ,EINDHOVEN,51,100.0,98.04,,3x25,1582.77,0.0,0.0
Endinet,871688700000002681,Smalle Haven,5611EJ,5611EJ,EINDHOVEN,10,100.0,100.0,,3x50,13239.1,10.0,0.0
Endinet,871688700000002681,Begijnenhof,5611EK,5611EK,EINDHOVEN,31,100.0,100.0,,1x35,0.0,0.0,0.0
Endinet,871688700000002681,Begijnenhof,5611EK,5611EL,EINDHOVEN,10,100.0,100.0,,1x35,17291.9,40.0,0.0
Endinet,871688700000002681,Stadhuisplein,5611EM,5611EN,EINDHOVEN,10,100.0,100.0,,1x35,16518.5,40.0,0.0
Endinet,871688700000002681,Stratumseind,5611EN,5611EP,EINDHOVEN,10,100.0,100.0,,3x63,22589.8,50.0,0.0
Endinet,871688700000002681,Stratumseind,5611EP,5611ER,EINDHOVEN,27,100.0,100.0,,3x25,10907.89,14.81,0.0
Endinet,871688700000002681,Stratumseind,5611ER,5611ER,EINDHOVEN,12,100.0,100.0,,1x35,13559.33,41.67,0.0
Endinet,871688700000002681,Stratumseind,5611ER,5611ES,EINDHOVEN,10,100.0,100.0,,3x63,28790.1,50.0,0.0
Endinet,871688700000002681,Stratumseind,5611ET,5611EV,EINDHOVEN,12,100.0,83.33,,3x63,31777.0,41.67,0.0
Endinet,871688700000002681,Stratumseind,5611EV,5611EX,EINDHOVEN,14,100.0,100.0,,3x35,14872.07,28.57,0.0
Endinet,871688700000002681,Molenveld,5611EX,5611EX,EINDHOVEN,10,100.0,80.0,,3x25,5865.2,10.0,0.0
Endinet,871688700000002681,Bleekweg,5611EZ,5611EZ,EINDHOVEN,26,100.0,100.0,,1x35,0.0,0.0,0.0
Endinet,871688700000002681,Bleekweg,5611EZ,5611GB,EINDHOVEN,10,100.0,100.0,,1x35,10172.2,40.0,0.0
Endinet,871688700000002681,Keizersgracht,5611GB,5611GC,EINDHOVEN,15,100.0,93.33,,3x63,14494.02,13.33,0.0
Endinet,871688700000002681,Keizersgracht,5611GC,5611GD,EINDHOVEN,10,100.0,50.0,,3x35,13734.4,10.0,0.0
Endinet,871688700000002681,Keizersgracht,5611GD,5611GD,EINDHOVEN,13,100.0,100.0,,3x25,0.0,0.0,0.0
Endinet,871688700000002681,Keizersgracht,5611GD,5611GD,EINDHOVEN,10,100.0,100.0,,3x25,30977.0,40.0,0.0
Endinet,871688700000002681,Keizersgracht,5611GD,5611GE,EINDHOVEN,13,100.0,69.23,,3x25,8479.92,15.38,0.0
Endinet,871688700000002681,Wal,5611GE,5611GE,EINDHOVEN,10,100.0,100.0,,3x25,8222.5,40.0,0.0
Endinet,871688700000002681,Wal,5611GG,5611GH,EINDHOVEN,13,100.0,100.0,,1x35,4719.62,7.69,0.0
Endinet,871688700000002681,Kerkstraat,5611GH,5611GJ,EINDHOVEN,12,100.0,100.0,,3x25,8040.67,0.0,0.0
Endinet,871688700000002681,Kerkstraat,5611GJ,5611GJ,EINDHOVEN,10,100.0,100.0,,1x35,8022.3,40.0,0.0
Endinet,871688700000002681,Kerkstraat,5611GJ,5611GK,EINDHOVEN,10,100.0,90.0,,1x35,6013.6,0.0,0.0
Endinet,871688700000002681,Kerkstraat,5611GK,5611GK,EINDHOVEN,10,100.0,100.0,,3x25,12883.4,0.0,0.0
Endinet,871688700000002681,Kerkstraat,5611GK,5611GL,EINDHOVEN,10,100.0,100.0,,3x63,24957.0,30.0,0.0
Endinet,871688700000002681,Rechtestraat,5611GM,5611GN,EINDHOVEN,10,100.0,100.0,,3x25,33491.2,10.0,0.0
Endinet,871688700000002681,Rechtestraat,5611GN,5611GP,EINDHOVEN,10,100.0,90.0,,3x25,25599.9,0.0,0.0
Endinet,871688700000002681,Rechtestraat,5611GP,5611GP,EINDHOVEN,10,100.0,100.0,,3x25,10169.9,0.0,0.0
Endinet,871688700000002681,Rechtestraat,5611GP,5611GR,EINDHOVEN,10,100.0,100.0,,3x63,29550.0,0.0,0.0
Endinet,871688700000002681,Hooghuisstraat,5611GS,5611GS,EINDHOVEN,16,100.0,100.0,,1x35,12654.06,0.0,0.0
Endinet,871688700000002681,Hooghuisstraat,5611GS,5611GS,EINDHOVEN,10,100.0,100.0,,3x25,22289.3,20.0,0.0
Endinet,871688700000002681,Hooghuisstraat,5611GS,5611GT,EINDHOVEN,10,100.0,100.0,,3x63,23001.0,20.0,0.0
Endinet,871688700000002681,Hooghuisstraat,5611GT,5611GV,EINDHOVEN,21,100.0,95.24,,3x63,8328.67,14.29,0.0
Endinet,871688700000002681,Mauritsstraat,5611GV,5611GW,EINDHOVEN,11,100.0,90.91,,1x35,5307.91,0.0,0.0
Endinet,871688700000002681,Krabbendampad,5611GW,5611GZ,EINDHOVEN,10,100.0,100.0,,3x25,13212.4,20.0,0.0
Endinet,871688700000002681,De Stadspoort,5611GZ,5611HA,EINDHOVEN,22,100.0,95.45,,3x63,7201.01,4.55,0.0
Endinet,871688700000002681,Willemstraat,5611HA,5611HB,EINDHOVEN,10,100.0,100.0,,3x35,3854.6,0.0,0.0
Endinet,871688700000002681,Willemstraat,5611HB,5611HB,EINDHOVEN,11,100.0,100.0,,3x25,0.0,0.0,0.0
Endinet,871688700000002681,Willemstraat,5611HB,5611HC,EINDHOVEN,39,100.0,97.44,,3x35,4245.15,7.69,0.0
Endinet,871688700000002681,Willemstraat,5611HC,5611HC,EINDHOVEN,11,100.0,100.0,,1x35,10218.18,18.18,0.0
Endinet,871688700000002681,Willemstraat,5611HC,5611HD,EINDHOVEN,10,100.0,70.0,,3x50,29625.6,40.0,0.0
Endinet,871688700000002681,Willemstraat,5611HD,5611HE,EINDHOVEN,11,100.0,90.91,,1x35,9750.18,0.0,0.0
Endinet,871688700000002681,Wilhelminaplein,5611HE,5611HG,EINDHOVEN,11,100.0,90.91,,3x35,11348.27,18.18,0.0
Endinet,871688700000002681,Wilhelminaplein,5611HG,5611HG,EINDHOVEN,10,100.0,100.0,,1x35,4834.01,0.0,0.0
Endinet,871688700000002681,Wilhelminaplein,5611HG,5611HH,EINDHOVEN,22,100.0,100.0,,3x25,3461.05,0.0,0.0
Endinet,871688700000002681,Prins Hendrikstraat,5611HH,5611HJ,EINDHOVEN,10,100.0,100.0,,1x35,5849.7,20.0,0.0
Endinet,871688700000002681,Prins Hendrikstraat,5611HJ,5611HJ,EINDHOVEN,26,100.0,100.0,,1x35,0.0,0.0,0.0
Endinet,871688700000002681,Prins Hendrikstraat,5611HJ,5611HJ,EINDHOVEN,10,100.0,100.0,,3x25,361.0,10.0,0.0
Endinet,871688700000002681,Prins Hendrikstraat,5611HJ,5611HK,EINDHOVEN,17,100.0,100.0,,3x25,3618.47,5.88,0.0
Endinet,871688700000002681,Prins Hendrikstraat,5611HK,5611HL,EINDHOVEN,37,100.0,100.0,,1x35,3364.68,13.51,0.0
Endinet,871688700000002681,Prins Hendrikstraat,5611HL,5611HM,EINDHOVEN,18,100.0,100.0,,3x25,4107.83,11.11,0.0
Endinet,871688700000002681,Smitsstraat,5611HM,5611HN,EINDHOVEN,15,93.33,100.0,,3x25,2428.67,0.0,0.0
Endinet,871688700000002681,Heilige Geeststraat,5611HN,5611HN,EINDHOVEN,11,100.0,100.0,,1x35,3529.6,0.0,0.0
Endinet,871688700000002681,Heilige Geeststraat,5611HN,5611HP,EINDHOVEN,15,100.0,100.0,,3x35,3637.67,0.0,0.0
Endinet,871688700000002681,Heilige Geeststraat,5611HP,5611HP,EINDHOVEN,10,100.0,100.0,,3x25,0.0,0.0,0.0
Endinet,871688700000002681,Heilige Geeststraat,5611HP,5611HR,EINDHOVEN,15,100.0,100.0,,3x50,2078.67,0.0,0.0
Endinet,871688700000002681,Heilige Geeststraat,5611HR,5611HS,EINDHOVEN,12,100.0,100.0,,3x25,2751.25,25.0,0.0
Endinet,871688700000002681,Julianastraat,5611HS,5611HT,EINDHOVEN,12,100.0,91.67,,3x25,5455.08,8.33,0.0
Endinet,871688700000002681,Julianastraat,5611HT,5611HV,EINDHOVEN,26,100.0,100.0,,3x25,2532.69,7.69,0.0
Endinet,871688700000002681,Spijndhof,5611HV,5611HX,EINDHOVEN,18,100.0,94.44,,3x25,2621.39,5.56,0.0
Endinet,871688700000002681,Julianahof,5611HX,5611HZ,EINDHOVEN,52,100.0,100.0,,1x35,3436.04,1.92,0.0
Endinet,871688700000002681,Charlotte van Bourbonhof,5611HZ,5611JA,EINDHOVEN,21,100.0,100.0,,1x35,3306.67,4.76,0.0
Endinet,871688700000002681,St Catharinastraat,5611JA,5611JA,EINDHOVEN,10,100.0,100.0,,1x35,2715.3,90.0,0.0
Endinet,871688700000002681,St Catharinastraat,5611JA,5611JA,EINDHOVEN,14,100.0,100.0,,1x35,3353.73,7.14,0.0
Endinet,871688700000002681,St Catharinastraat,5611JA,5611JB,EINDHOVEN,23,100.0,100.0,,3x25,1732.09,0.0,0.0
Endinet,871688700000002681,St Catharinastraat,5611JB,5611JC,EINDHOVEN,14,100.0,100.0,,1x35,3703.67,0.0,0.0
Endinet,871688700000002681,St Catharinastraat,5611JC,5611JD,EINDHOVEN,14,100.0,100.0,,1x35,3731.29,0.0,0.0
Endinet,871688700000002681,St Catharinastraat,5611JD,5611JE,EINDHOVEN,10,100.0,70.0,,1x35,2322.2,0.0,0.0
Endinet,871688700000002681,Anna van Egmondstraat,5611JE,5611JE,EINDHOVEN,10,100.0,100.0,,1x35,3368.2,10.0,0.0
Endinet,871688700000002681,Oranjestraat,5611JG,5611JH,EINDHOVEN,10,100.0,100.0,,1x35,3663.8,20.0,0.0
Endinet,871688700000002681,Oranjestraat,5611JH,5611JH,EINDHOVEN,11,100.0,100.0,,1x35,1325.82,0.0,0.0
Endinet,871688700000002681,Oranjestraat,5611JH,5611JJ,EINDHOVEN,32,100.0,100.0,,3x63,1849.06,0.0,0.0
Endinet,871688700000002681,St Catharinastraat,5611JJ,5611JK,EINDHOVEN,11,100.0,100.0,,3x25,3895.36,0.0,0.0
Endinet,871688700000002681,Willem de Zwijgerstraat,5611JK,5611JL,EINDHOVEN,13,100.0,100.0,,3x25,3207.0,0.0,0.0
Endinet,871688700000002681,Willem de Zwijgerstraat,5611JL,5611JM,EINDHOVEN,10,100.0,100.0,,3x25,10.0,10.0,0.0
Endinet,871688700000002681,Edenstraat,5611JM,5611JM,EINDHOVEN,10,100.0,100.0,,1x35,0.0,0.0,0.0
Endinet,871688700000002681,Edenstraat,5611JM,5611JM,EINDHOVEN,10,100.0,100.0,,1x35,13694.9,20.0,0.0
Endinet,871688700000002681,Edenstraat,5611JN,5611JN,EINDHOVEN,10,100.0,100.0,,1x35,9461.6,10.0,0.0
Endinet,871688700000002681,Edenstraat,5611JN,5611JR,EINDHOVEN,11,100.0,100.0,,3x25,5546.55,18.18,0.0
Endinet,871688700000002681,Hoogstraat,5611JR,5611JR,EINDHOVEN,10,100.0,100.0,,3x25,664.4,10.0,0.0
Endinet,871688700000002681,Kleine Berg,5611JS,5611JS,EINDHOVEN,19,100.0,94.74,,3x80,9163.79,5.26,0.0
