net_manager,purchase_area,street,zipcode_from,zipcode_to,city,num_connections,delivery_perc,perc_of_active_connections,type_conn_perc,type_of_connection,annual_consume,annual_consume_lowtarif_perc,smartmeter_perc
Endinet,871688700000002681,Stationsplein,5611AC,5611AC,EINDHOVEN,19.0,100,74,32,1x35,16979,47,32
Endinet,871688700000002681,Neckerspoel,5611AD,5611AH,EINDHOVEN,28.0,100,96,54,3x25,20413,21,11
Endinet,871688700000002681,Hermanus Boexstraat,5611AJ,5611AJ,EINDHOVEN,12.0,100,100,50,3x63,30880,42,33
Endinet,871688700000002681,Volderhof,5611AK,5611AK,EINDHOVEN,27.0,100,96,67,1x35,4341,33,33
Endinet,871688700000002681,P Cnz Hooftlaan,5611AL,5611AL,EINDHOVEN,11.0,100,82,36,3x50,29138,45,18
Endinet,871688700000002681,Nieuwe Emmasingel,5611AM,5611AM,EINDHOVEN,116.0,100,63,65,3x25,10266,47,13
Endinet,871688700000002681,Demer,5611AN,5611AR,EINDHOVEN,28.0,100,96,32,3x63,41554,50,29
Endinet,871688700000002681,Demer,5611AS,5611AS,EINDHOVEN,12.0,100,100,33,3x63,39340,75,58
Endinet,871688700000002681,Vrijstraat,5611AT,5611AT,EINDHOVEN,10.0,100,100,50,3x25,28468,30,30
Endinet,871688700000002681,Vrijstraat,5611AV,5611AV,EINDHOVEN,11.0,100,100,45,3x25,18602,55,18
Endinet,871688700000002681,Vrijstraat,5611AW,5611AW,EINDHOVEN,23.0,100,100,57,3x25,19437,22,13
Endinet,871688700000002681,Maximahof,5611AX,5611AX,EINDHOVEN,77.0,100,100,99,1x35,1856,3,3
Endinet,871688700000002681,Emmasingel,5611AZ,5611AZ,EINDHOVEN,115.0,100,98,79,1x35,4967,8,3
Endinet,871688700000002681,Professor Dr Dorgelolaan,5611BA,5611BB,EINDHOVEN,52.0,100,98,98,3x25,3044,2,2
Endinet,871688700000002681,Stationsplein,5611BC,5611BC,EINDHOVEN,14.0,100,93,64,3x25,4705,21,21
Endinet,871688700000002681,Mathildelaan,5611BD,5611BD,EINDHOVEN,20.0,100,95,95,1x35,2473,95,95
Endinet,871688700000002681,Mathildelaan,5611BE,5611BE,EINDHOVEN,18.0,100,100,100,1x35,2866,89,89
Endinet,871688700000002681,Hoog Gagel,5611BG,5611BG,EINDHOVEN,41.0,95,100,90,1x35,4488,12,10
Endinet,871688700000002681,Gagelstraat,5611BH,5611BX,EINDHOVEN,44.0,100,100,77,1x35,7642,36,23
Endinet,871688700000002681,Stationsweg,5611BZ,5611BZ,EINDHOVEN,47.0,100,98,66,1x35,3492,6,4
Endinet,871688700000002681,Vestdijk,5611CA,5611CA,EINDHOVEN,14.0,100,86,50,3x63,28033,43,21
Endinet,871688700000002681,Vestdijk,5611CB,5611CB,EINDHOVEN,41.0,100,100,63,1x35,3529,12,10
Endinet,871688700000002681,Vestdijk,5611CC,5611CC,EINDHOVEN,26.0,100,100,46,3x25,11192,12,4
Endinet,871688700000002681,Vestdijk,5611CE,5611CG,EINDHOVEN,104.0,100,100,71,1x35,3638,9,6
Endinet,871688700000002681,Raiffeisenstraat,5611CH,5611CH,EINDHOVEN,23.0,100,83,65,3x25,11505,35,17
Endinet,871688700000002681,Dommelstraat,5611CJ,5611CJ,EINDHOVEN,30.0,100,100,47,1x35,23345,10,0
Endinet,871688700000002681,Dommelstraat,5611CK,5611CK,EINDHOVEN,21.0,95,100,57,1x35,14058,24,14
Endinet,871688700000002681,Dommelstraat,5611CL,5611CL,EINDHOVEN,19.0,100,100,37,3x63,30807,32,5
Endinet,871688700000002681,Tramstraat,5611CM,5611CM,EINDHOVEN,39.0,92,100,82,1x35,3021,10,3
Endinet,871688700000002681,Tramstraat,5611CN,5611CP,EINDHOVEN,25.0,96,100,64,3x25,6922,44,36
Endinet,871688700000002681,Tramstraat,5611CR,5611CR,EINDHOVEN,15.0,87,93,47,1x35,6197,40,13
Endinet,871688700000002681,Augustijnendreef,5611CS,5611CS,EINDHOVEN,22.0,100,100,77,1x35,3511,5,0
Endinet,871688700000002681,Kanaalstraat,5611CT,5611CX,EINDHOVEN,44.0,100,100,77,1x35,6932,16,5
Endinet,871688700000002681,Vestdijk,5611CZ,5611CZ,EINDHOVEN,62.0,100,100,94,3x25,5480,2,2
Endinet,871688700000002681,Nieuwstraat,5611DA,5611DA,EINDHOVEN,20.0,100,100,25,3x63,16884,40,25
Endinet,871688700000002681,Nieuwstraat,5611DB,5611DB,EINDHOVEN,16.0,100,94,75,3x25,16055,13,0
Endinet,871688700000002681,Genderstraatje,5611DC,5611DE,EINDHOVEN,43.0,100,100,70,1x35,7604,9,5
Endinet,871688700000002681,Oude Stadsgracht,5611DG,5611DG,EINDHOVEN,13.0,100,92,69,1x35,6850,23,8
Endinet,871688700000002681,Oude Stadsgracht,5611DH,5611DH,EINDHOVEN,30.0,100,100,97,1x35,1307,3,3
Endinet,871688700000002681,Oude Stadsgracht,5611DJ,5611DJ,EINDHOVEN,24.0,100,100,92,1x35,2861,13,4
Endinet,871688700000002681,Heuvel Galerie,5611DK,5611DK,EINDHOVEN,77.0,100,90,45,3x25,25932,35,23
Endinet,871688700000002681,Gedempte Gracht,5611DL,5611DL,EINDHOVEN,40.0,100,95,63,1x35,3704,20,15
Endinet,871688700000002681,Gedempte Gracht,5611DM,5611DM,EINDHOVEN,41.0,100,100,83,1x35,2529,17,15
Endinet,871688700000002681,Marktstraat,5611EA,5611EC,EINDHOVEN,25.0,100,88,20,3x63,23562,48,24
Endinet,871688700000002681,Jan van Hooffstraat,5611ED,5611EE,EINDHOVEN,37.0,100,100,30,3x25,22238,30,24
Endinet,871688700000002681,Ten Hagestraat,5611EG,5611EG,EINDHOVEN,12.0,100,92,58,3x25,20461,33,33
Endinet,871688700000002681,Smalle Haven,5611EH,5611EH,EINDHOVEN,56.0,100,100,82,3x25,4412,7,2
Endinet,871688700000002681,Smalle Haven,5611EJ,5611EJ,EINDHOVEN,61.0,100,100,92,1x35,4235,8,7
Endinet,871688700000002681,Begijnenhof,5611EK,5611EK,EINDHOVEN,37.0,100,100,78,1x35,6855,16,8
Endinet,871688700000002681,Begijnenhof,5611EL,5611EP,EINDHOVEN,25.0,100,100,48,3x25,26702,56,16
Endinet,871688700000002681,Stratumseind,5611ER,5611ER,EINDHOVEN,33.0,100,100,55,1x35,8952,45,15
Endinet,871688700000002681,Stratumseind,5611ES,5611EV,EINDHOVEN,21.0,100,100,43,3x63,33450,67,33
Endinet,871688700000002681,Molenstraat,5611EW,5611EX,EINDHOVEN,18.0,100,94,56,3x25,6334,11,6
Endinet,871688700000002681,Bleekweg,5611EZ,5611EZ,EINDHOVEN,34.0,100,100,76,1x35,3366,15,9
Endinet,871688700000002681,Keizersgracht,5611GB,5611GC,EINDHOVEN,20.0,100,85,45,3x25,12125,20,5
Endinet,871688700000002681,Keizersgracht,5611GD,5611GD,EINDHOVEN,27.0,100,89,52,3x25,20470,33,30
Endinet,871688700000002681,Wal,5611GE,5611GE,EINDHOVEN,17.0,100,94,47,3x25,9687,29,24
Endinet,871688700000002681,Wal,5611GG,5611GH,EINDHOVEN,16.0,100,100,44,3x25,11245,19,13
Endinet,871688700000002681,Kerkstraat,5611GJ,5611GJ,EINDHOVEN,19.0,100,100,47,1x35,8518,32,26
Endinet,871688700000002681,Kerkstraat,5611GK,5611GK,EINDHOVEN,20.0,100,100,45,1x35,16040,0,0
Endinet,871688700000002681,Rechtestraat,5611GL,5611GP,EINDHOVEN,38.0,100,100,37,3x25,29351,21,13
Endinet,871688700000002681,Rechtestraat,5611GR,5611GS,EINDHOVEN,43.0,100,88,40,3x25,18712,37,19
Endinet,871688700000002681,Hooghuisstraat,5611GT,5611GT,EINDHOVEN,12.0,100,100,42,3x25,26488,42,42
Endinet,871688700000002681,Mauritsstraat,5611GV,5611GV,EINDHOVEN,18.0,94,94,78,1x35,6574,17,11
Endinet,871688700000002681,Krabbendampad,5611GW,5611GW,EINDHOVEN,13.0,100,100,85,1x35,1943,31,31
Endinet,871688700000002681,De Stadspoort,5611GZ,5611GZ,EINDHOVEN,10.0,100,100,40,3x25,12893,20,10
Endinet,871688700000002681,Willemstraat,5611HA,5611HA,EINDHOVEN,22.0,95,100,64,3x25,9264,14,14
Endinet,871688700000002681,Willemstraat,5611HB,5611HB,EINDHOVEN,23.0,100,91,39,3x25,9758,26,17
Endinet,871688700000002681,Willemstraat,5611HC,5611HC,EINDHOVEN,53.0,100,98,60,1x35,8754,15,6
Endinet,871688700000002681,Willemstraat,5611HD,5611HE,EINDHOVEN,17.0,100,82,47,3x25,19067,35,12
Endinet,871688700000002681,Wilhelminaplein,5611HG,5611HG,EINDHOVEN,17.0,100,100,59,3x25,4215,18,18
Endinet,871688700000002681,Prins Hendrikstraat,5611HH,5611HH,EINDHOVEN,29.0,100,100,66,1x35,3121,17,14
Endinet,871688700000002681,Prins Hendrikstraat,5611HJ,5611HJ,EINDHOVEN,40.0,100,100,60,1x35,2871,13,8
Endinet,871688700000002681,Prins Hendrikstraat,5611HK,5611HK,EINDHOVEN,23.0,100,100,78,1x35,4730,30,9
Endinet,871688700000002681,Prins Hendrikstraat,5611HL,5611HL,EINDHOVEN,33.0,100,100,82,1x35,3158,12,6
Endinet,871688700000002681,Smitsstraat,5611HM,5611HM,EINDHOVEN,13.0,100,100,92,1x35,3281,0,0
Endinet,871688700000002681,Heilige Geeststraat,5611HN,5611HN,EINDHOVEN,27.0,96,96,48,1x35,8128,22,15
Endinet,871688700000002681,Heilige Geeststraat,5611HP,5611HP,EINDHOVEN,25.0,100,96,56,1x35,3330,0,0
Endinet,871688700000002681,Heilige Geeststraat,5611HR,5611HR,EINDHOVEN,20.0,100,100,65,1x35,3219,20,5
Endinet,871688700000002681,Julianastraat,5611HS,5611HS,EINDHOVEN,14.0,100,93,50,1x35,5998,7,0
Endinet,871688700000002681,Julianastraat,5611HT,5611HV,EINDHOVEN,33.0,100,100,76,1x35,2969,12,9
Endinet,871688700000002681,Julianahof,5611HX,5611HX,EINDHOVEN,19.0,100,100,89,1x35,2767,16,11
Endinet,871688700000002681,Charlotte van Bourbonhof,5611HZ,5611HZ,EINDHOVEN,50.0,100,100,100,1x35,3218,6,2
Endinet,871688700000002681,St Catharinastraat,5611JA,5611JA,EINDHOVEN,42.0,100,100,67,1x35,3035,33,2
Endinet,871688700000002681,St Catharinastraat,5611JB,5611JB,EINDHOVEN,27.0,100,100,81,1x35,2492,4,4
Endinet,871688700000002681,St Catharinastraat,5611JC,5611JC,EINDHOVEN,14.0,100,100,64,1x35,3349,7,0
Endinet,871688700000002681,St Catharinastraat,5611JD,5611JD,EINDHOVEN,15.0,100,100,60,1x35,4436,7,7
Endinet,871688700000002681,Anna van Egmondstraat,5611JE,5611JE,EINDHOVEN,12.0,100,100,50,3x25,3191,25,25
Endinet,871688700000002681,Oranjestraat,5611JG,5611JH,EINDHOVEN,22.0,100,100,59,1x35,3996,9,9
Endinet,871688700000002681,St Catharinastraat,5611JJ,5611JJ,EINDHOVEN,34.0,100,100,91,1x35,2037,0,0
Endinet,871688700000002681,Willem de Zwijgerstraat,5611JK,5611JL,EINDHOVEN,28.0,100,100,46,1x35,3611,11,4
Endinet,871688700000002681,Edenstraat,5611JM,5611JM,EINDHOVEN,18.0,100,100,56,1x35,11005,6,0
Endinet,871688700000002681,Edenstraat,5611JN,5611JN,EINDHOVEN,11.0,100,91,82,3x25,6845,27,9
Endinet,871688700000002681,Hoogstraat,5611JP,5611JR,EINDHOVEN,19.0,100,95,63,3x25,6753,16,5
Endinet,871688700000002681,Kleine Berg,5611JS,5611JS,EINDHOVEN,26.0,100,100,42,3x25,15915,23,23
Endinet,871688700000002681,Kleine Berg,5611JT,5611JT,EINDHOVEN,68.0,100,100,65,1x35,10245,12,6
Endinet,871688700000002681,Kleine Berg,5611JV,5611JV,EINDHOVEN,65.0,100,97,43,1x35,11884,28,15
Endinet,871688700000002681,Kleine Berg,5611JW,5611JW,EINDHOVEN,13.0,100,100,69,3x25,18365,23,8
Endinet,871688700000002681,Bergstraat,5611JX,5611JX,EINDHOVEN,29.0,100,97,52,1x35,4787,10,3
Endinet,871688700000002681,Bergstraat,5611JZ,5611JZ,EINDHOVEN,33.0,100,100,61,1x35,4736,6,3
Endinet,871688700000002681,Groot Paradijs,5611KA,5611KA,EINDHOVEN,66.0,100,100,95,3x25,3665,3,0
Endinet,871688700000002681,Luciferstraat,5611KE,5611KE,EINDHOVEN,39.0,100,100,79,1x35,2753,3,0
Endinet,871688700000002681,De Rungraaf,5611KG,5611KG,EINDHOVEN,63.0,100,98,90,1x35,2082,14,8
Endinet,871688700000002681,Grote Berg,5611KH,5611KH,EINDHOVEN,21.0,100,100,67,3x25,7930,14,10
Endinet,871688700000002681,Grote Berg,5611KJ,5611KJ,EINDHOVEN,50.0,100,98,56,1x35,4848,6,4
Endinet,871688700000002681,Grote Berg,5611KK,5611KK,EINDHOVEN,32.0,100,100,50,3x25,13064,34,28
Endinet,871688700000002681,Grote Berg,5611KL,5611KL,EINDHOVEN,68.0,100,99,62,1x35,3677,9,4
Endinet,871688700000002681,Paradijslaan,5611KM,5611KM,EINDHOVEN,76.0,100,100,70,1x35,4259,11,8
Endinet,871688700000002681,Paradijslaan,5611KN,5611KN,EINDHOVEN,18.0,100,89,72,3x25,12202,28,22
Endinet,871688700000002681,Paradijslaan,5611KP,5611KR,EINDHOVEN,22.0,100,100,41,1x35,11740,9,0
Endinet,871688700000002681,Zwembadweg,5611KS,5611KS,EINDHOVEN,28.0,100,100,82,1x35,3235,4,0
Endinet,871688700000002681,Frederik van Eedenplein,5611KT,5611KT,EINDHOVEN,20.0,100,90,80,1x35,5527,10,5
Endinet,871688700000002681,Don Boscostraat,5611KV,5611KV,EINDHOVEN,32.0,100,100,81,1x35,2939,16,6
Endinet,871688700000002681,Don Boscostraat,5611KW,5611KX,EINDHOVEN,25.0,100,88,56,1x35,5869,12,0
Endinet,871688700000002681,Waagstraat,5611KZ,5611LA,EINDHOVEN,16.0,100,100,75,3x25,5473,38,6
Endinet,871688700000002681,Poirterslaan,5611LB,5611LB,EINDHOVEN,23.0,100,100,61,3x25,5991,43,13
Endinet,871688700000002681,Jan Smitzlaan,5611LD,5611LD,EINDHOVEN,23.0,100,100,65,3x25,6460,4,4
Endinet,871688700000002681,Jan Smitzlaan,5611LE,5611LE,EINDHOVEN,14.0,100,100,79,3x25,9045,14,14
Endinet,871688700000002681,Elzentlaan,5611LG,5611LG,EINDHOVEN,15.0,87,100,93,3x25,7833,33,20
Endinet,871688700000002681,Elzentlaan,5611LH,5611LH,EINDHOVEN,11.0,100,91,64,3x25,12459,36,9
Endinet,871688700000002681,Elzentlaan,5611LJ,5611LJ,EINDHOVEN,16.0,100,94,100,3x25,3359,100,6
Endinet,871688700000002681,Elzentlaan,5611LK,5611LK,EINDHOVEN,16.0,100,100,100,3x25,3206,100,13
Endinet,871688700000002681,Elzentlaan,5611LL,5611LL,EINDHOVEN,15.0,100,93,87,3x25,6805,73,7
Endinet,871688700000002681,Elzentlaan,5611LM,5611LP,EINDHOVEN,27.0,100,100,81,3x25,5888,22,7
Endinet,871688700000002681,Jacob Catslaan,5611LR,5611LT,EINDHOVEN,31.0,97,97,84,3x25,6483,45,23
Endinet,871688700000002681,Ruusbroeclaan,5611LV,5611LV,EINDHOVEN,15.0,93,100,67,3x25,9137,27,0
Endinet,871688700000002681,Knuvelderlaan,5611LW,5611LW,EINDHOVEN,42.0,100,100,48,3x25,7175,7,5
Endinet,871688700000002681,Tesselschadelaan,5611LZ,5611LZ,EINDHOVEN,30.0,100,100,93,1x35,2860,0,0
Endinet,871688700000002681,Dr Schaepmanlaan,5611MJ,5611NA,EINDHOVEN,79.0,99,99,51,1x35,7539,13,3
Endinet,871688700000002681,Stratumsedijk,5611NB,5611NB,EINDHOVEN,37.0,100,95,68,3x35,11926,78,70
Endinet,871688700000002681,Stratumsedijk,5611NC,5611NC,EINDHOVEN,78.0,100,97,68,1x35,3431,8,6
Endinet,871688700000002681,Stratumsedijk,5611ND,5611ND,EINDHOVEN,35.0,100,97,57,1x35,8427,17,9
Endinet,871688700000002681,Stratumsedijk,5611NE,5611NE,EINDHOVEN,16.0,100,75,50,3x25,15649,38,19
Endinet,871688700000002681,Bilderdijklaan,5611NG,5611NG,EINDHOVEN,13.0,100,100,38,3x25,9714,15,15
Endinet,871688700000002681,Bilderdijklaan,5611NH,5611NJ,EINDHOVEN,20.0,100,100,95,3x25,4714,25,25
Endinet,871688700000002681,Bomanshof,5611NK,5611NK,EINDHOVEN,17.0,100,100,100,3x25,1896,12,12
Endinet,871688700000002681,Bomanshof,5611NL,5611NL,EINDHOVEN,19.0,100,100,100,3x25,1497,0,0
Endinet,871688700000002681,Bomanshof,5611NM,5611NM,EINDHOVEN,18.0,100,100,100,3x25,1364,17,17
Endinet,871688700000002681,Bomanshof,5611NN,5611NN,EINDHOVEN,18.0,100,100,100,3x25,1757,17,11
Endinet,871688700000002681,Bomanshof,5611NP,5611NP,EINDHOVEN,18.0,100,100,100,3x25,1772,0,0
Endinet,871688700000002681,Bomanshof,5611NR,5611NR,EINDHOVEN,15.0,100,100,100,3x25,1911,7,7
Endinet,871688700000002681,Bomanshof,5611NS,5611NS,EINDHOVEN,14.0,100,100,100,3x25,2095,0,0
Endinet,871688700000002681,Bomansplaats,5611NT,5611NT,EINDHOVEN,94.0,100,99,97,1x35,1900,0,0
Endinet,871688700000002681,P Czn Hooftlaan,5611NV,5611NV,EINDHOVEN,14.0,100,100,71,3x25,16526,7,7
Endinet,871688700000002681,P Czn Hooftlaan,5611NW,5611NW,EINDHOVEN,29.0,100,100,86,1x35,1692,7,7
Endinet,871688700000002681,Vondellaan,5611NX,5611NX,EINDHOVEN,14.0,100,100,50,1x35,9343,14,7
Endinet,871688700000002681,P Czn Hooftlaan,5611NZ,5611NZ,EINDHOVEN,29.0,100,100,83,1x35,4577,21,7
Endinet,871688700000002681,Hertogstraat,5611PA,5611PA,EINDHOVEN,33.0,100,97,48,1x35,8345,52,36
Endinet,871688700000002681,Hertogstraat,5611PB,5611PB,EINDHOVEN,25.0,100,92,52,3x25,12300,24,4
Endinet,871688700000002681,Hertogstraat,5611PC,5611PC,EINDHOVEN,26.0,100,100,69,1x35,1937,31,15
Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PD,5611PD,EINDHOVEN,13.0,92,100,62,1x35,4054,15,8
Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PE,5611PE,EINDHOVEN,121.0,100,97,93,1x35,2639,96,88
Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PG,5611PG,EINDHOVEN,20.0,100,100,95,3x25,3127,90,5
Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PH,5611PH,EINDHOVEN,20.0,100,100,50,3x25,2901,95,10
Endinet,871688700000002681,Htg Hendrik v Brabantpln,5611PJ,5611PJ,EINDHOVEN,20.0,100,100,85,1x35,2813,90,5
Endinet,871688700000002681,Jan van Schoonvorststr,5611PK,5611PK,EINDHOVEN,13.0,100,100,62,1x35,5505,8,8
Endinet,871688700000002681,Tuinstraat,5611PL,5611PL,EINDHOVEN,21.0,100,100,57,1x35,7222,24,24
Endinet,871688700000002681,St Jorislaan,5611PM,5611PM,EINDHOVEN,22.0,95,100,59,3x25,3916,23,9
Endinet,871688700000002681,St Jorislaan,5611PN,5611PN,EINDHOVEN,22.0,100,95,50,3x25,4992,27,18
Endinet,871688700000002681,St Jorislaan,5611PP,5611PP,EINDHOVEN,23.0,100,100,74,1x35,5316,9,4
Endinet,871688700000002681,Willem v Millenberchstr,5611PR,5611PR,EINDHOVEN,15.0,100,100,73,1x35,3279,13,7
Endinet,871688700000002681,Willem v Millenberchstr,5611PS,5611PT,EINDHOVEN,23.0,100,100,61,1x35,4317,17,0
Endinet,871688700000002681,Willem van Hornestraat,5611PV,5611PV,EINDHOVEN,13.0,100,100,46,1x35,4236,15,15
Endinet,871688700000002681,Schoonhoeve,5611PW,5611PW,EINDHOVEN,36.0,100,100,75,1x35,3169,3,0
Endinet,871688700000002681,Romerohof,5611PX,5611PX,EINDHOVEN,22.0,100,95,91,1x35,1971,9,0
Endinet,871688700000002681,Pastoor Dijkmansstraat,5611RA,5611RA,EINDHOVEN,21.0,100,100,52,1x35,4525,43,24
Endinet,871688700000002681,Pastoor Dijkmansstraat,5611RB,5611RB,EINDHOVEN,22.0,100,95,82,1x35,2145,5,5
Endinet,871688700000002681,Kettingstraat,5611RC,5611RC,EINDHOVEN,10.0,100,100,60,1x35,4174,10,10
Endinet,871688700000002681,Kettingstraat,5611RD,5611RD,EINDHOVEN,29.0,100,100,90,1x35,2133,7,3
Endinet,871688700000002681,St Rochusstraat,5611RE,5611RE,EINDHOVEN,19.0,95,100,84,1x35,2710,21,11
Endinet,871688700000002681,St Rochusstraat,5611RG,5611RG,EINDHOVEN,44.0,98,98,86,1x35,2799,18,11
Endinet,871688700000002681,St Rochusstraat,5611RH,5611RH,EINDHOVEN,17.0,100,100,71,1x35,2763,12,12
Endinet,871688700000002681,St Rochusstraat,5611RJ,5611RJ,EINDHOVEN,20.0,100,100,60,1x35,3683,10,5
Endinet,871688700000002681,Hoefkestraat,5611RK,5611RL,EINDHOVEN,25.0,100,96,80,1x35,4773,20,8
Endinet,871688700000002681,Hoefkestraat,5611RM,5611RM,EINDHOVEN,16.0,94,100,56,1x35,4756,38,13
Endinet,871688700000002681,Hoefkestraat,5611RN,5611RN,EINDHOVEN,17.0,100,94,65,1x35,3632,18,12
Endinet,871688700000002681,Guldenstraat,5611RZ,5611RZ,EINDHOVEN,25.0,100,100,96,1x35,4738,100,96
Endinet,871688700000002681,Geldropseweg,5611SB,5611SB,EINDHOVEN,29.0,100,97,48,1x35,5760,24,14
Endinet,871688700000002681,Geldropseweg,5611SC,5611SC,EINDHOVEN,14.0,100,100,43,3x25,11605,43,14
Endinet,871688700000002681,Geldropseweg,5611SE,5611SE,EINDHOVEN,44.0,100,100,57,1x35,13119,14,9
Endinet,871688700000002681,Geldropseweg,5611SG,5611SG,EINDHOVEN,28.0,100,100,57,1x35,5008,21,11
Endinet,871688700000002681,Geldropseweg,5611SH,5611SH,EINDHOVEN,37.0,100,95,54,1x35,8361,14,3
Endinet,871688700000002681,Geldropseweg,5611SJ,5611SJ,EINDHOVEN,73.0,100,99,56,1x35,5576,27,19
Endinet,871688700000002681,Geldropseweg,5611SK,5611SK,EINDHOVEN,18.0,100,100,72,1x35,2033,83,83
Endinet,871688700000002681,Geldropseweg,5611SL,5611SL,EINDHOVEN,29.0,97,100,69,1x35,3364,14,14
Endinet,871688700000002681,Geldropseweg,5611SM,5611SM,EINDHOVEN,12.0,100,100,67,1x35,4138,0,0
Endinet,871688700000002681,St Rochushofje,5611SN,5611SN,EINDHOVEN,35.0,100,100,97,1x35,1955,100,100
Endinet,871688700000002681,Gabriel Metsulaan,5611SP,5611SP,EINDHOVEN,16.0,94,100,69,3x25,8598,19,6
Endinet,871688700000002681,Gabriel Metsulaan,5611SR,5611SR,EINDHOVEN,48.0,98,100,73,1x35,3835,8,6
Endinet,871688700000002681,Lucas Gasselstraat,5611ST,5611ST,EINDHOVEN,19.0,95,95,95,3x25,2940,89,89
Endinet,871688700000002681,De Rozentuin,5611SW,5611SX,EINDHOVEN,23.0,100,100,74,1x35,6299,4,4
Endinet,871688700000002681,De Rozentuin,5611SZ,5611SZ,EINDHOVEN,22.0,100,100,91,1x35,2361,5,0
Endinet,871688700000002681,Stuiverstraat,5611TA,5611TA,EINDHOVEN,19.0,100,95,100,1x35,2542,21,21
Endinet,871688700000002681,Stuiverstraat,5611TB,5611TB,EINDHOVEN,18.0,94,100,50,3x25,5432,33,22
Endinet,871688700000002681,Stuiverstraat,5611TC,5611TC,EINDHOVEN,27.0,100,100,85,1x35,3778,7,0
Endinet,871688700000002681,Lodewijk Houbenstraat,5611TD,5611TD,EINDHOVEN,25.0,100,100,96,1x35,1957,16,16
Endinet,871688700000002681,Lodewijk Houbenstraat,5611TE,5611TE,EINDHOVEN,13.0,100,100,92,1x35,2333,23,15
Endinet,871688700000002681,Adolf van Cortenbachstr,5611TG,5611TG,EINDHOVEN,19.0,100,100,89,1x35,2985,16,0
Endinet,871688700000002681,Adolf van Cortenbachstr,5611TH,5611TH,EINDHOVEN,25.0,100,100,88,1x35,3109,8,0
